budget_FLOPs,L_ctx,quality_cost,Q0_B,N_star_B,D_star_B,Q_star_B,predicted_loss,C_train_FLOPs,C_attention_FLOPs,C_quality_FLOPs,C_used_FLOPs,C_unused_fraction,train_fraction_of_used,attention_fraction_of_used,quality_fraction_of_used,Q_active,N_lower_active,N_upper_active,D_lower_active,D_upper_active,support_saturated,active_set
1e+21,2048,power,0.4,2.428929941540822,48.9225556769592,1.0,2.3857362077014104,7.129767618027846e+20,4.86725469390701e+19,2.383506912581452e+20,1e+21,0.0,0.7129767618027847,0.048672546939070103,0.2383506912581452,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
1.2915496650148828e+21,2048,power,0.4,2.660711084110972,58.904685844825515,1.0,2.3566053786582906,9.403701032004114e+20,6.4195932378481435e+19,2.8698362943598992e+20,1.291549665014883e+21,0.0,0.7280944191871825,0.04970457901651167,0.22220100179630561,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
1.6681005372000557e+21,2048,power,0.4,2.9185329419995085,70.74629128086822,1.0,2.3289401513285233,1.2388522897650391e+21,8.457231631462667e+19,3.4467593112039e+20,1.6681005372000557e+21,0.0,0.7426724361856993,0.050699771643610406,0.2066277921706903,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
2.154434690031878e+21,2048,power,0.4,3.205605373804041,84.75803562592317,1.0,2.3026484590674907,1.6302048868532022e+21,1.112886536091786e+20,4.129411495694977e+20,2.1544346900318784e+21,0.0,0.7566740799318825,0.05165561719001651,0.19167030287810094,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
2.7825594022071144e+21,2048,power,0.4,3.525542917005726,101.29698930580273,1.0,2.277644878485383,2.1427612989664655e+21,1.462791713427774e+20,4.9351893189787084e+20,2.782559402207114e+21,2.220446049250313e-16,0.7700684834497465,0.05257000847016937,0.17736150808008402,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
3.59381366380464e+21,2048,power,0.4,3.882412754809872,120.77320800778615,1.0,2.253850172894351,2.8133486592524084e+21,1.9205793513829777e+20,5.8840706941393404e+20,3.5938136638046397e+21,1.1102230246251565e-16,0.7828309763489569,0.05344126131875547,0.16372776233228767,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
4.641588833612792e+21,2048,power,0.4,4.280791155882511,143.65725760294433,1.0,2.2311908618509277,3.689800306950119e+21,2.518903676211281e+20,6.998981590415448e+20,4.641588833612792e+21,0.0,0.7949433780583606,0.05426813460878409,0.15078848733285524,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
5.994842503189421e+21,2048,power,0.4,4.7258219874298275,170.4890316811265,1.0,2.2095988149289374,4.834204887205728e+21,3.300150536332444e+20,8.306225623504484e+20,5.994842503189421e+21,0.0,0.806393976928301,0.055049828824972016,0.13855619424672697,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
7.742636826811278e+21,2048,power,0.4,5.223289853206737,201.88774016849396,1.0,2.189010868169998,6.327109108253597e+21,4.319306484567789e+20,9.835970701009026e+20,7.742636826811278e+21,0.0,0.8171775649277545,0.05578598843240137,0.12703644663984406,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
1e+22,2048,power,0.4,5.77969306265773,238.56372809940268,1.0,2.169368461947598,8.272950745787295e+21,5.6476677091241276e+20,1.1622824833002899e+21,9.999999999999998e+21,2.220446049250313e-16,0.8272950745787296,0.05647667709124129,0.116228248330029,upper,False,False,False,False,False,Q:upper|Nmin:0|Nmax:0|Dmin:0|Dmax:0
